Location,Loc2,YSW,Year,Date,Cap,MYSE,Net_events,Nets
LI,Island,1,2012,23-Jul,1,1,1,4
LI,Island,1,2012,24-Jul,1,7,1,4
LI,Island,1,2012,25-Jul,1,4,1,4
LI,Island,1,2012,27-Jul,1,3,1,4
LI,Island,1,2012,29-Jul,1,6,1,4
LI,Island,1,2012,30-Jul,1,1,1,4
LI,Island,1,2012,31-Jul,1,3,1,4
LI,Island,1,2012,1-Aug,0,0,1,4
LI,Island,3,2014,28-Jul,1,1,1,4
LI,Island,3,2014,29-Jul,0,0,1,5
LI,Island,3,2014,30-Jul,1,3,2,11
LI,Island,3,2014,31-Jul,1,2,2,11
LI,Island,3,2014,1-Aug,1,1,1,4
LI,Island,3,2014,18-Sep,0,0,1,4
LI,Island,3,2014,19-Sep,1,2,1,4
LI,Island,4,2015,19-Jun,0,0,1,3
LI,Island,4,2015,22-Jun,0,0,1,2
LI,Island,4,2015,24-Jun,0,0,1,3
LI,Island,4,2015,25-Jun,0,0,1,3
LI,Island,4,2015,26-Jun,0,0,1,3
LI,Island,4,2015,29-Jun,1,8,1,4
LI,Island,4,2015,30-Jun,1,4,1,4
LI,Island,4,2015,29-Jul,0,0,1,8
LI,Island,4,2015,30-Jul,0,0,1,8
LI,Island,4,2015,18-Aug,0,0,1,7
LI,Island,4,2015,19-Aug,0,0,1,7
LI,Island,5,2016,27-Jun,0,0,1,2
LI,Island,5,2016,28-Jun,0,0,1,2
LI,Island,5,2016,29-Jun,1,1,1,2
LI,Island,5,2016,30-Jun,0,0,1,2
LI,Island,5,2016,2-Jul,0,0,1,2
LI,Island,5,2016,3-Jul,0,0,1,2
LI,Island,5,2016,4-Jul,0,0,1,2
LI,Island,5,2016,5-Jul,0,0,1,2
LI,Island,5,2016,6-Jul,1,5,1,3
LI,Island,6,2017,12-Apr,1,3,1,5
LI,Island,6,2017,13-Apr,1,2,1,7
LI,Island,6,2017,26-Jun,1,2,1,5
LI,Island,6,2017,27-Jun,1,3,1,7
LI,Island,6,2017,18-Oct,1,4,1,5
LI,Island,6,2017,19-Oct,1,2,1,5
LI,Island,6,2017,1-Nov,0,0,1,4
LI,Island,6,2017,2-Nov,0,0,1,4
LI,Island,6,2017,6-Nov,0,0,1,3
LI,Island,7,2018,9-Apr,1,3,1,3
LI,Island,7,2018,10-Apr,0,0,1,4
LI,Island,7,2018,11-Apr,0,0,1,4
LI,Island,7,2018,12-Apr,0,0,1,4
LI,Island,7,2018,16-Apr,0,0,1,6
LI,Island,7,2018,17-Apr,0,0,1,6
LI,Island,7,2018,18-Apr,1,1,1,4
LI,Island,7,2018,19-Apr,0,0,1,4
LI,Island,7,2018,23-Apr,1,1,1,5
LI,Island,7,2018,24-Apr,1,2,1,5
LI,Island,7,2018,25-Apr,0,0,1,6
LI,Island,7,2018,26-Apr,0,0,1,6
LI,Island,7,2018,16-May,0,0,1,3
LI,Island,7,2018,17-May,0,0,1,6
LI,Island,7,2018,18-May,1,2,1,3
LI,Island,7,2018,20-May,1,2,1,5
LI,Island,7,2018,21-May,1,2,1,5
LI,Island,7,2018,22-May,0,0,1,4
LI,Island,7,2018,11-Jun,0,0,1,4
LI,Island,7,2018,12-Jun,1,1,1,4
LI,Island,7,2018,15-Jun,0,0,1,3
LI,Island,7,2018,10-Jul,0,0,1,6
LI,Island,7,2018,11-Jul,0,0,2,6
LI,Island,7,2018,13-Jul,0,0,1,4
LI,Island,7,2018,14-Jul,0,0,1,4
LI,Island,7,2018,15-Jul,0,0,1,4
LI,Island,7,2018,18-Jul,1,2,1,5
LI,Island,7,2018,19-Jul,0,0,1,4
LI,Island,7,2018,23-Jul,0,0,1,4
LI,Island,7,2018,24-Jul,0,0,1,6
LI,Island,7,2018,26-Jul,0,0,1,6
LI,Island,7,2018,16-Oct,0,0,1,4
LI,Island,7,2018,17-Oct,0,0,1,4
LI,Island,7,2018,18-Oct,0,0,1,5
LI,Island,7,2018,19-Oct,0,0,1,5
LI,Island,7,2018,20-Oct,0,0,1,5
LI,Island,7,2018,22-Oct,0,0,1,4
LI,Island,7,2018,23-Oct,0,0,1,4
LI,Island,7,2018,24-Oct,0,0,1,4
LI,Island,7,2018,25-Oct,0,0,1,4
LI,Island,7,2018,26-Oct,0,0,1,6
LI,Island,7,2018,28-Oct,0,0,1,8
LI,Island,7,2018,29-Oct,0,0,1,8
LI,Island,7,2018,30-Oct,0,0,1,8
LI,Island,7,2018,31-Oct,0,0,1,7
LI,Island,7,2018,1-Nov,1,2,1,11
LI,Island,7,2018,4-Nov,0,0,1,10
LI,Island,7,2018,7-Nov,1,1,1,10
LI,Island,7,2018,7-Nov,0,0,1,4
LI,Island,7,2018,8-Nov,0,0,1,4
LI,Island,8,2019,17-Apr,0,0,1,3
LI,Island,8,2019,23-Apr,0,0,1,3
LI,Island,8,2019,24-Apr,1,2,1,5
LI,Island,8,2019,25-Apr,1,1,1,6
LI,Island,8,2019,27-Apr,0,0,1,4
LI,Island,8,2019,29-Apr,0,0,1,4
LI,Island,8,2019,19-May,1,1,1,4
LI,Island,8,2019,22-Jun,1,1,1,6
LI,Island,8,2019,24-Jun,1,1,1,5
LI,Island,8,2019,3-Jul,1,1,1,5
LI,Island,8,2019,29-Jul,1,2,1,5
LI,Island,8,2019,26-Jul,0,0,1,4
LI,Island,8,2019,27-Jul,0,0,2,8
LI,Island,8,2019,28-Jul,0,0,2,10
LI,Island,8,2019,29-Jul,1,3,2,10
LI,Island,8,2019,1-Aug,1,1,2,10
LI,Island,8,2019,2-Aug,1,1,2,10
LI,Island,8,2019,3-Aug,0,0,1,5
LI,Island,8,2019,4-Aug,1,2,2,10
LI,Island,8,2019,5-Aug,0,0,2,10
LI,Island,8,2019,6-Aug,0,0,1,5
LI,Island,8,2019,7-Aug,0,0,1,5
LI,Island,8,2019,8-Aug,0,0,1,5
LI,Island,8,2019,15-Oct,0,0,1,5
LI,Island,8,2019,18-Oct,1,1,1,6
LI,Island,8,2019,19-Oct,0,0,1,9
LI,Island,8,2019,21-Oct,1,1,1,5
LI,Island,8,2019,23-Oct,0,0,1,5
LI,Island,8,2019,24-Oct,1,1,1,7
LI,Island,8,2019,25-Oct,0,0,1,9
LI,Island,8,2019,29-Oct,1,1,1,7
LI,Island,8,2019,30-Oct,1,1,1,4
LI,Island,8,2019,2-Nov,0,0,1,5
LI,Island,8,2019,4-Nov,0,0,1,5
LI,Island,8,2019,5-Nov,1,1,1,8
LI,Island,9,2020,30-Jul,0,0,1,6
LI,Island,9,2020,31-Jul,1,1,1,6
LI,Island,9,2020,1-Aug,0,0,1,6
LI,Island,9,2020,2-Aug,0,0,1,7
LI,Island,9,2020,3-Aug,0,0,2,6
LI,Island,9,2020,5-Aug,0,0,1,8
LI,Island,9,2020,6-Aug,0,0,1,8
LI,Island,9,2020,7-Aug,0,0,1,7
LI,Island,9,2020,8-Aug,0,0,1,8
LI,Island,9,2020,9-Aug,1,1,2,6
LI,Island,9,2020,10-Aug,0,0,2,7
LI,Island,9,2020,11-Aug,0,0,1,4
LI,Island,9,2020,12-Aug,1,1,1,7
LI,Island,9,2020,13-Aug,0,0,1,7
LI,Island,9,2020,24-May,1,1,1,5
LI,Island,9,2020,25-May,1,1,1,4
LI,Island,9,2020,31-May,1,1,1,5
LI,Island,9,2020,2-Jun,1,1,1,5
LI,Island,9,2020,23-Jun,1,1,1,5
LI,Island,9,2020,8-Oct,1,1,1,5
MV,Island,1,2014,22-Jun,1,2,1,7
MV,Island,1,2014,23-Jun,0,0,1,4
MV,Island,1,2014,23-Jun,1,1,1,4
MV,Island,1,2014,17-Jul,0,0,1,3
MV,Island,1,2014,28-Jul,1,2,1,4
MV,Island,1,2014,31-Jul,0,0,1,3
MV,Island,1,2014,12-Aug,0,0,1,3
MV,Island,1,2014,18-Aug,0,0,1,3
MV,Island,1,2014,2-Sep,0,0,1,4
MV,Island,2,2015,31-May,0,0,1,4
MV,Island,2,2015,2-Jun,1,3,1,7
MV,Island,2,2015,10-Jun,0,0,1,3
MV,Island,2,2015,11-Jun,0,0,1,6
MV,Island,2,2015,16-Jun,0,0,1,4
MV,Island,2,2015,17-Jun,0,0,1,3
MV,Island,2,2015,25-Jun,0,0,1,4
MV,Island,2,2015,28-Jun,0,0,1,4
MV,Island,2,2015,15-Jul,0,0,1,5
MV,Island,2,2015,20-Jul,1,1,1,3
MV,Island,2,2015,22-Jul,0,0,1,3
MV,Island,2,2015,26-Aug,0,0,1,3
MV,Island,2,2015,27-Aug,0,0,1,5
MV,Island,2,2015,31-Aug,0,0,1,4
MV,Island,2,2015,1-Sep,0,0,1,4
MV,Island,2,2015,2-Sep,0,0,1,5
MV,Island,2,2015,3-Sep,1,1,1,4
MV,Island,2,2015,8-Sep,0,0,1,4
MV,Island,3,2016,14-Jun,0,0,1,2
MV,Island,3,2016,16-Jun,0,0,1,3
MV,Island,3,2016,20-Jun,0,0,1,3
MV,Island,3,2016,21-Jun,0,0,1,4
MV,Island,3,2016,22-Jun,0,0,1,4
MV,Island,3,2016,23-Jun,0,0,1,4
MV,Island,3,2016,24-Jun,0,0,1,4
MV,Island,3,2016,25-Jun,0,0,1,4
MV,Island,3,2016,26-Jun,0,0,1,4
MV,Island,3,2016,27-Jun,0,0,1,3
MV,Island,3,2016,28-Jun,0,0,1,3
MV,Island,3,2016,30-Jun,0,0,1,4
MV,Island,3,2016,1-Jul,0,0,1,2
MV,Island,3,2016,2-Jul,0,0,1,4
MV,Island,3,2016,3-Jul,0,0,1,4
MV,Island,3,2016,5-Jul,0,0,1,5
MV,Island,3,2016,12-Jul,0,0,1,3
MV,Island,3,2016,19-Jul,0,0,1,2
MV,Island,3,2016,9-Aug,0,0,1,3
MV,Island,3,2016,17-Aug,0,0,1,3
MV,Island,3,2016,18-Aug,0,0,1,3
MV,Island,3,2016,18-Aug,0,0,1,4
MV,Island,3,2016,21-Aug,1,1,1,1
MV,Island,3,2016,12-Sep,0,0,1,2
MV,Island,3,2016,13-Sep,0,0,1,2
MV,Island,3,2016,8-Oct,0,0,1,4
MV,Island,3,2016,10-Oct,0,0,1,5
MV,Island,3,2016,11-Oct,0,0,1,4
MV,Island,3,2016,12-Oct,0,0,1,6
MV,Island,3,2016,13-Oct,1,1,1,5
MV,Island,3,2016,14-Oct,0,0,1,5
MV,Island,3,2016,15-Oct,0,0,1,2
MV,Island,3,2016,16-Oct,0,0,1,5
MV,Island,3,2016,17-Oct,0,0,1,5
MV,Island,3,2016,18-Oct,0,0,1,3
MV,Island,3,2016,19-Oct,0,0,1,4
MV,Island,3,2016,19-Oct,0,0,1,4
MV,Island,3,2016,20-Oct,0,0,1,4
MV,Island,3,2016,20-Oct,0,0,1,4
MV,Island,3,2016,21-Oct,0,0,1,2
MV,Island,3,2016,29-Oct,0,0,1,9
MV,Island,3,2016,2-Nov,0,0,1,6
MV,Island,3,2016,3-Nov,0,0,1,4
MV,Island,3,2016,1-Dec,0,0,1,3
MV,Island,3,2016,1-Dec,0,0,1,2
MV,Island,4,2017,5-Jul,0,0,1,2
MV,Island,4,2017,20-Jul,0,0,1,1
MV,Island,4,2017,26-Jul,0,0,1,2
MV,Island,4,2017,31-Jul,0,0,1,2
MV,Island,4,2017,16-Aug,0,0,1,3
MV,Island,4,2017,18-Oct,0,0,1,3
MV,Island,4,2017,20-Oct,0,0,1,4
MV,Island,4,2017,22-Oct,0,0,1,2
MV,Island,4,2017,23-Oct,0,0,1,2
MV,Island,4,2017,28-Oct,0,0,1,3
MV,Island,4,2017,2-Nov,0,0,1,3
MV,Island,4,2017,2-Nov,0,0,1,1
MV,Island,4,2017,3-Nov,0,0,1,2
MV,Island,5,2018,23-Apr,1,1,1,3
MV,Island,5,2018,24-Apr,0,0,1,2
MV,Island,5,2018,1-May,1,1,1,2
MV,Island,5,2018,3-May,1,1,1,3
MV,Island,5,2018,7-May,1,1,1,1
MV,Island,5,2018,9-May,0,0,1,1
MV,Island,5,2018,10-May,0,0,1,1
MV,Island,5,2018,5-Jul,0,0,1,2
MV,Island,5,2018,7-Aug,0,0,1,3
MV,Island,5,2018,21-Aug,0,0,1,3
MV,Island,5,2018,16-Oct,0,0,1,3
MV,Island,5,2018,19-Oct,1,1,1,3
MV,Island,5,2018,20-Oct,0,0,1,2
MV,Island,5,2018,23-Oct,0,0,1,4
MV,Island,5,2018,29-Oct,0,0,1,4
MV,Island,5,2018,31-Oct,0,0,1,2
MV,Island,5,2018,1-Nov,0,0,2,5
MV,Island,6,2019,14-Apr,1,1,1,1
MV,Island,6,2019,17-Apr,0,0,1,1
MV,Island,6,2019,23-Apr,0,0,1,1
MV,Island,6,2019,24-Apr,0,0,1,1
MV,Island,6,2019,25-Apr,1,1,1,1
MV,Island,6,2019,30-Apr,0,0,1,1
MV,Island,6,2019,1-May,0,0,1,1
MV,Island,6,2019,6-May,0,0,1,3
MV,Island,6,2019,8-May,0,0,1,3
MV,Island,6,2019,15-May,0,0,1,1
MV,Island,6,2019,16-May,1,2,1,1
MV,Island,6,2019,20-Jun,0,0,1,4
MV,Island,6,2019,26-Jun,1,1,1,4
MV,Island,6,2019,2-Jul,0,0,1,2
MV,Island,6,2019,26-Jul,0,0,1,3
MV,Island,6,2019,22-Aug,0,0,1,2
MV,Island,6,2019,14-Oct,0,0,1,4
MV,Island,6,2019,15-Oct,0,0,1,5
MV,Island,6,2019,19-Oct,0,0,2,5
MV,Island,6,2019,20-Oct,0,0,2,5
MV,Island,6,2019,21-Oct,0,0,2,6
MV,Island,6,2019,23-Oct,0,0,1,3
MV,Island,6,2019,24-Oct,0,0,2,6
MV,Island,6,2019,25-Oct,1,1,1,4
MV,Island,6,2019,26-Oct,0,0,1,2
MV,Island,6,2019,29-Oct,0,0,1,2
MV,Island,6,2019,30-Oct,0,0,1,2
MV,Island,6,2019,5-Nov,0,0,1,1
MV,Island,6,2019,6-Nov,0,0,1,1
MV,Island,6,2019,7-Nov,0,0,2,3
MV,Island,6,2019,11-Nov,1,1,1,3
MV,Island,6,2019,15-Nov,0,0,1,1
MV,Island,7,2020,28-Sep,0,0,1,3
MV,Island,7,2020,29-Sep,0,0,1,2
MV,Island,7,2020,5-Oct,0,0,1,2
MV,Island,7,2020,6-Oct,0,0,1,3
MV,Island,7,2020,9-Oct,0,0,1,3
MV,Island,7,2020,14-Oct,1,1,1,7
MV,Island,7,2020,16-Oct,0,0,1,4
MV,Island,7,2020,19-Oct,0,0,1,3
MV,Island,7,2020,21-Oct,0,0,1,5
MV,Island,7,2020,22-Oct,0,0,1,5
MV,Island,7,2020,23-Oct,1,1,1,4
MV,Island,7,2020,24-Oct,0,0,1,4
MV,Island,7,2020,26-Oct,0,0,1,4
MV,Island,7,2020,27-Oct,0,0,1,4
MV,Island,7,2020,28-Oct,0,0,1,5
MV,Island,7,2020,6-Nov,0,0,2,6
MV,Island,7,2020,7-Nov,1,1,2,6
MV,Island,7,2020,8-Nov,0,0,1,6
MV,Island,7,2020,9-Nov,0,0,1,4
MV,Island,8,2021,27-Apr,0,0,1,1
MV,Island,8,2021,28-Apr,0,0,1,1
MV,Island,8,2021,1-May,0,0,1,1
MV,Island,8,2021,4-May,0,0,1,1
MV,Island,8,2021,6-May,0,0,1,1
MV,Island,8,2021,7-May,1,3,1,3
MV,Island,8,2021,12-May,0,0,1,1
MV,Island,8,2021,14-May,0,0,1,1
MV,Island,8,2021,15-May,0,0,1,1
MV,Island,8,2021,17-May,0,0,1,1
MV,Island,8,2021,19-May,0,0,1,4
MV,Island,8,2021,21-May,0,0,1,4
MV,Island,8,2021,27-May,0,0,1,3
MV,Island,8,2021,1-Jun,0,0,1,4
MV,Island,8,2021,2-Jun,0,0,2,5
MV,Island,8,2021,5-Jul,0,0,1,4
MV,Island,8,2021,15-Jul,0,0,1,3
MV,Island,8,2021,21-Jul,0,0,1,4
MV,Island,8,2021,23-Jul,1,3,1,1
MV,Island,8,2021,27-Jul,1,1,1,3
N,Island,-4,2016,29-Apr,0,0,1,4
N,Island,-4,2016,30-Apr,0,0,1,6
N,Island,-4,2016,2-May,0,0,1,6
N,Island,-4,2016,19-Jul,0,0,1,4
N,Island,-4,2016,20-Jul,1,10,1,5
N,Island,-4,2016,30-Oct,1,1,1,5
N,Island,-4,2016,31-Oct,0,0,1,5
N,Island,-3,2017,18-Jul,1,3,1,5
N,Island,-3,2017,20-Jul,1,1,1,5
N,Island,-3,2017,21-Jul,1,5,1,5
N,Island,-3,2017,22-Jul,1,6,1,5
N,Island,-3,2017,2-Aug,1,4,1,2
N,Island,-3,2017,8-Aug,1,2,1,1
N,Island,-3,2017,17-Aug,1,4,1,2
N,Island,-3,2017,17-Oct,0,0,1,5
N,Island,-3,2017,18-Oct,1,6,1,5
N,Island,-3,2017,20-Oct,1,3,1,5
N,Island,-2,2018,1-May,1,6,1,4
N,Island,-2,2018,8-May,1,2,1,3
N,Island,-2,2018,31-May,1,1,1,2
N,Island,-2,2018,19-Jun,0,0,1,3
N,Island,-2,2018,5-Aug,1,8,1,4
N,Island,-2,2018,16-Aug,1,2,1,4
N,Island,-2,2018,22-Sep,1,5,1,2
N,Island,-2,2018,28-Sep,1,3,1,4
N,Island,-2,2018,16-Oct,0,0,1,2
N,Island,-2,2018,20-Oct,1,5,1,3
N,Island,-2,2018,22-Oct,0,0,1,3
N,Island,-2,2018,23-Oct,1,1,1,1
N,Island,-2,2018,28-Oct,1,1,1,3
N,Island,-2,2018,1-Nov,1,5,1,4
N,Island,-1,2019,17-Apr,0,0,1,2
N,Island,-1,2019,25-Apr,1,3,1,3
N,Island,-1,2019,1-May,1,2,1,3
N,Island,-1,2019,7-May,1,3,1,3
N,Island,-1,2019,11-May,0,0,1,1
N,Island,-1,2019,31-May,1,14,1,3
N,Island,-1,2019,12-Jun,1,7,1,3
N,Island,-1,2019,25-Jul,1,12,1,3
N,Island,-1,2019,12-Aug,1,17,1,3
N,Island,-1,2019,27-Aug,1,2,2,3
N,Island,-1,2019,21-Sep,1,2,1,2
N,Island,-1,2019,19-Oct,1,1,1,2
N,Island,-1,2019,20-Oct,1,6,1,2
N,Island,-1,2019,24-Oct,1,3,1,2
N,Island,-1,2019,25-Oct,1,3,1,3
N,Island,-1,2019,3-Nov,0,0,1,3
N,Island,-1,2019,4-Nov,0,0,2,3
N,Island,-1,2019,5-Nov,1,1,1,1
N,Island,-1,2019,7-Nov,1,3,1,1
N,Island,-1,2019,11-Nov,1,1,1,2
N,Island,0,2020,19-Oct,1,2,1,2
N,Island,0,2020,21-Oct,1,4,1,2
N,Island,0,2020,23-Oct,1,1,1,2
N,Island,0,2020,24-Oct,1,1,1,2
N,Island,0,2020,26-Oct,1,1,1,2
N,Island,0,2020,6-Nov,0,0,1,2
N,Island,0,2020,7-Nov,0,0,1,2
N,Island,0,2020,8-Nov,0,0,1,2
N,Island,0,2020,9-Nov,0,0,1,2
N,Island,0,2020,10-Nov,1,1,1,2
N,Island,1,2021,6-May,0,0,1,3
N,Island,1,2021,14-May,1,1,1,3
N,Island,1,2021,22-Jul,1,7,1,2
N,Island,1,2021,27-Jul,1,1,1,2
NY,Mainland,-3,2003,16-Jul,1,2,1,4
NY,Mainland,-3,2003,17-Jul,1,2,1,4
NY,Mainland,-3,2003,9-Jun,0,0,1,7
NY,Mainland,-3,2003,10-Jun,0,0,2,14
NY,Mainland,-3,2003,11-Jun,0,0,1,7
NY,Mainland,-3,2003,16-Jun,0,0,1,7
NY,Mainland,-3,2003,17-Jun,0,0,1,7
NY,Mainland,-3,2003,23-Jun,1,14,1,7
NY,Mainland,-3,2003,9-Jul,1,4,1,7
NY,Mainland,-3,2003,28-Jul,1,6,2,8
NY,Mainland,-3,2003,29-Jul,0,0,1,4
NY,Mainland,-2,2004,2-Jun,0,0,1,3
NY,Mainland,-2,2004,3-Jun,0,0,1,3
NY,Mainland,-2,2004,10-Jun,0,0,1,3
NY,Mainland,-2,2004,14-Jun,1,2,1,8
NY,Mainland,-2,2004,15-Jun,1,1,1,8
NY,Mainland,-2,2004,17-Jun,0,0,1,3
NY,Mainland,-2,2004,28-Jun,0,0,1,8
NY,Mainland,-2,2004,29-Jun,0,0,1,8
NY,Mainland,-2,2004,6-Jul,1,16,2,16
NY,Mainland,-2,2004,8-Jul,1,4,2,16
NY,Mainland,-2,2004,9-Jul,0,0,1,3
NY,Mainland,-2,2004,10-Jul,0,0,1,3
NY,Mainland,-2,2004,11-Jul,1,1,1,3
NY,Mainland,-2,2004,7-Aug,0,0,1,3
NY,Mainland,-2,2004,8-Aug,0,2,1,3
NY,Mainland,-2,2004,9-Aug,1,16,2,8
NY,Mainland,-2,2004,22-Aug,1,2,1,3
NY,Mainland,-2,2004,23-Aug,1,1,1,3
NY,Mainland,-2,2004,24-Aug,0,0,1,3
NY,Mainland,-2,2004,25-Aug,1,2,1,3
NY,Mainland,-2,2004,26-Aug,1,8,1,3
NY,Mainland,-1,2005,10-Jun,1,2,1,4
NY,Mainland,-1,2005,11-Jun,1,1,1,4
NY,Mainland,-1,2005,12-Jun,1,2,1,4
NY,Mainland,-1,2005,13-Jun,1,5,2,6
NY,Mainland,-1,2005,14-Jun,1,2,2,7
NY,Mainland,-1,2005,15-Jun,0,0,1,5
NY,Mainland,-1,2005,21-Jun,1,11,1,4
NY,Mainland,-1,2005,22-Jun,1,4,1,4
NY,Mainland,-1,2005,23-Jun,1,2,1,4
NY,Mainland,-1,2005,24-Jun,0,0,1,4
NY,Mainland,-1,2005,25-Jun,0,0,1,4
NY,Mainland,-1,2005,26-Jun,0,0,1,2
NY,Mainland,-1,2005,27-Jun,1,1,1,2
NY,Mainland,-1,2005,28-Jun,0,0,1,4
NY,Mainland,-1,2005,1-Jul,1,2,1,2
NY,Mainland,-1,2005,2-Jul,0,0,1,2
NY,Mainland,-1,2005,3-Jul,1,1,1,2
NY,Mainland,-1,2005,4-Jul,0,0,1,2
NY,Mainland,-1,2005,5-Jul,0,0,1,2
NY,Mainland,-1,2005,6-Jul,0,0,1,2
NY,Mainland,-1,2005,7-Jul,1,1,1,2
NY,Mainland,-1,2005,12-Jul,0,0,1,4
NY,Mainland,-1,2005,13-Jul,1,1,1,4
NY,Mainland,-1,2005,14-Jul,0,0,2,6
NY,Mainland,-1,2005,15-Jul,1,2,2,6
NY,Mainland,-1,2005,16-Jul,1,3,2,6
NY,Mainland,-1,2005,17-Jul,1,1,2,6
NY,Mainland,-1,2005,19-Jul,0,0,1,4
NY,Mainland,-1,2005,20-Jul,0,0,1,4
NY,Mainland,-1,2005,21-Jul,0,0,2,6
NY,Mainland,-1,2005,22-Jul,1,1,2,6
NY,Mainland,-1,2005,23-Jul,1,1,2,6
NY,Mainland,-1,2005,24-Jul,0,0,2,6
NY,Mainland,-1,2005,25-Jul,1,1,2,15
NY,Mainland,-1,2005,26-Jul,1,1,2,10
NY,Mainland,-1,2005,27-Jul,1,2,2,6
NY,Mainland,-1,2005,28-Jul,1,10,3,15
NY,Mainland,-1,2005,29-Jul,1,2,1,8
NY,Mainland,-1,2005,30-Jul,0,0,1,8
NY,Mainland,-1,2005,31-Jul,0,0,1,8
NY,Mainland,-1,2005,1-Aug,1,5,1,12
NY,Mainland,-1,2005,2-Aug,1,10,2,21
NY,Mainland,-1,2005,3-Aug,1,5,2,21
NY,Mainland,-1,2005,4-Aug,1,11,3,19
NY,Mainland,-1,2005,5-Aug,1,3,1,8
NY,Mainland,-1,2005,6-Aug,1,2,1,12
NY,Mainland,-1,2005,7-Aug,1,1,2,21
NY,Mainland,-1,2005,8-Aug,1,1,1,16
NY,Mainland,-1,2005,9-Aug,1,7,2,16
NY,Mainland,-1,2005,10-Aug,1,4,2,12
NY,Mainland,-1,2005,11-Aug,1,2,2,20
NY,Mainland,-1,2005,12-Aug,1,2,1,12
NY,Mainland,-1,2005,13-Aug,1,5,1,20
NY,Mainland,-1,2005,14-Aug,0,0,1,8
NY,Mainland,-1,2005,15-Aug,1,3,2,13
NY,Mainland,0,2006,15-May,1,1,1,3
NY,Mainland,0,2006,16-May,0,0,1,3
NY,Mainland,0,2006,17-May,0,0,1,3
NY,Mainland,0,2006,25-May,1,1,1,2
NY,Mainland,0,2006,26-May,0,0,1,2
NY,Mainland,0,2006,27-May,0,0,1,2
NY,Mainland,0,2006,6-Jun,1,7,3,11
NY,Mainland,0,2006,7-Jun,0,0,2,7
NY,Mainland,0,2006,8-Jun,1,9,3,11
NY,Mainland,0,2006,9-Jun,0,0,1,3
NY,Mainland,0,2006,10-Jun,0,0,1,6
NY,Mainland,0,2006,11-Jun,1,1,3,15
NY,Mainland,0,2006,12-Jun,1,2,2,11
NY,Mainland,0,2006,13-Jun,0,0,1,4
NY,Mainland,0,2006,14-Jun,0,0,1,4
NY,Mainland,0,2006,15-Jun,0,0,1,6
NY,Mainland,0,2006,16-Jun,0,0,1,6
NY,Mainland,0,2006,17-Jun,0,0,2,8
NY,Mainland,0,2006,18-Jun,1,4,3,11
NY,Mainland,0,2006,19-Jun,0,0,1,3
NY,Mainland,0,2006,20-Jun,0,0,1,3
NY,Mainland,0,2006,21-Jun,0,0,1,5
NY,Mainland,0,2006,22-Jun,1,1,1,5
NY,Mainland,0,2006,6-Jul,0,0,1,2
NY,Mainland,0,2006,7-Jul,1,1,2,8
NY,Mainland,0,2006,8-Jul,1,1,2,8
NY,Mainland,0,2006,9-Jul,0,0,2,4
NY,Mainland,0,2006,10-Jul,0,0,2,4
NY,Mainland,0,2006,11-Jul,0,0,2,6
NY,Mainland,0,2006,12-Jul,0,0,1,4
NY,Mainland,0,2006,13-Jul,0,0,1,2
NY,Mainland,0,2006,14-Jul,0,0,1,2
NY,Mainland,0,2006,8-Aug,0,0,3,8
NY,Mainland,0,2006,9-Aug,1,2,3,8
NY,Mainland,0,2006,10-Aug,0,0,1,3
NY,Mainland,0,2006,12-Aug,0,0,2,5
NY,Mainland,0,2006,13-Aug,0,0,2,5
NY,Mainland,0,2006,14-Aug,0,0,1,2
NY,Mainland,0,2006,15-Aug,1,2,2,5
NY,Mainland,1,2007,2-Jun,0,0,1,2
NY,Mainland,1,2007,4-Jun,0,0,2,4
NY,Mainland,1,2007,6-Jun,0,0,1,1
NY,Mainland,1,2007,9-Jun,1,5,1,2
NY,Mainland,1,2007,10-Jun,1,2,1,2
NY,Mainland,1,2007,11-Jun,0,0,1,2
NY,Mainland,1,2007,13-Jun,0,0,2,5
NY,Mainland,1,2007,14-Jun,1,1,2,5
NY,Mainland,1,2007,15-Jun,0,0,1,4
NY,Mainland,1,2007,17-Jun,0,0,2,7
NY,Mainland,1,2007,18-Jun,1,5,2,6
NY,Mainland,1,2007,20-Jun,1,7,1,4
NY,Mainland,1,2007,21-Jun,1,4,1,4
NY,Mainland,1,2007,22-Jun,1,1,2,7
NY,Mainland,1,2007,23-Jun,1,1,1,4
NY,Mainland,1,2007,24-Jun,1,2,1,6
NY,Mainland,1,2007,25-Jun,1,1,2,5
NY,Mainland,1,2007,26-Jun,1,13,2,8
NY,Mainland,1,2007,27-Jun,1,8,1,9
NY,Mainland,1,2007,28-Jun,1,3,2,7
NY,Mainland,1,2007,29-Jun,0,0,1,4
NY,Mainland,1,2007,1-Jul,1,4,2,6
NY,Mainland,1,2007,2-Jul,1,15,2,8
NY,Mainland,1,2007,3-Jul,0,0,1,2
NY,Mainland,1,2007,4-Jul,1,2,1,2
NY,Mainland,1,2007,5-Jul,1,3,2,4
NY,Mainland,1,2007,6-Jul,1,3,2,8
NY,Mainland,1,2007,7-Jul,1,3,2,7
NY,Mainland,1,2007,8-Jul,0,0,3,11
NY,Mainland,1,2007,9-Jul,1,3,3,14
NY,Mainland,1,2007,10-Jul,1,16,4,19
NY,Mainland,1,2007,11-Jul,1,12,4,25
NY,Mainland,1,2007,12-Jul,1,13,4,20
